"Despite the warnings, he continued to ignore it.","A pesar de las advertencias, siguió haciendo caso omiso.",09/25/2024 01:00:00,5,UNSEEN
Did you realize you forgot your phone?,Te diste cuenta de que olvidaste tu teléfono.,09/25/2024 01:00:00,5,UNSEEN
Do me the favor of closing the door when you leave.,Hazme el favor de cerrar la puerta al salir.,09/25/2024 01:00:00,5,UNSEEN
Do you want me to give you a hand with the groceries?,¿Quieres que te dé una mano con las compras?,09/25/2024 01:00:00,5,UNSEEN
Don't lose sight of your goals.,No pierdas de vista tus metas.,09/25/2024 01:00:00,5,UNSEEN
"Don't play innocent, I know you know.","No te hagas el inocente, sé que lo sabes.",09/25/2024 01:00:00,5,UNSEEN
Don't worry about that issue. I've already taken care of it.,No te preocupes por ese asunto. Ya me encargué de ello.,09/25/2024 01:00:00,5,UNSEEN
"Don't worry, take it easy, everything will be fine.","No te preocupes, tómalo con calma, todo estará bien.",09/25/2024 01:00:00,5,UNSEEN
Don't worry; everything is already resolved.,"No te preocupes, ya está todo solucionado.",09/25/2024 01:00:00,5,UNSEEN
"During the interview, he asks her some questions about her experience.","Durante la entrevista, le hace algunas preguntas sobre su experiencia.",09/25/2024 01:00:00,5,UNSEEN
Enjoy every moment because time flies.,Disfruta cada momento porque el tiempo vuela.,09/25/2024 01:00:00,5,UNSEEN
"Even better, we could finish earlier than expected.","Mejor aún, podríamos terminar antes de lo previsto.",09/25/2024 01:00:00,5,UNSEEN
"Even if it's a small step, it's progress.","Aunque sea un pequeño paso, es progreso.",09/25/2024 01:00:00,5,UNSEEN
"Even if it's not perfect, it will be good enough.","Aunque no sea perfecto, será lo suficientemente bueno.",09/25/2024 01:00:00,5,UNSEEN
"Even if you ignore the rumors, they will keep talking.","Aunque ignores los rumores, seguirán hablando.",09/25/2024 01:00:00,5,UNSEEN
"Even though I was tired, I kept working.","Aún y cuando estaba cansado, continué trabajando.",09/25/2024 01:00:00,5,UNSEEN
Everyone has their own learning style.,Cada uno tiene su propio estilo de aprender.,09/25/2024 01:00:00,5,UNSEEN
Everyone is busy with their own things; it's challenging to coordinate all the schedules.,Cada uno está ocupado a lo suyo; es difícil coordinar todos los horarios.,09/25/2024 01:00:00,5,UNSEEN
"Everything happened in slow motion, as if time stood still.","Todo sucedió en cámara lenta, como si el tiempo se detuviera.",09/25/2024 01:00:00,5,UNSEEN
Explain to me what it means to be a good leader.,Explícame qué es ser un buen líder.,09/25/2024 01:00:00,5,UNSEEN
"Faced with disrespect, the teacher stopped them immediately.","Ante la falta de respeto, el profesor les puso un alto de inmediato.",09/25/2024 01:00:00,5,UNSEEN
"Faced with the difficult question, he shrugged without saying anything.","Ante la pregunta difícil, se encogió de hombros sin decir nada.",09/25/2024 01:00:00,5,UNSEEN
"Faced with the flight cancellation, there was no choice but to look for an alternative.","Ante la cancelación del vuelo, no tuvo remedio más que buscar una alternativa.",09/25/2024 01:00:00,5,UNSEEN
"Faced with the situation, he had no choice but to apologize.","Ante la situación, no tuvo más remedio que pedir disculpas.",09/25/2024 01:00:00,5,UNSEEN
Fashion trends come and go quickly; some clothes will go out of style soon.,Las tendencias de moda pasan rápidamente; algunas prendas pasarán de moda en poco tiempo.,09/25/2024 01:00:00,5,UNSEEN
Fermi's paradox raises fascinating questions about the existence of extraterrestrial life.,La paradoja de Fermi plantea preguntas fascinantes sobre la existencia de vida extraterrestre.,09/25/2024 01:00:00,5,UNSEEN
Finding that information on the Internet is like looking for a needle in a haystack.,Encontrar esa información en Internet es como buscar una aguja en un pajar.,09/25/2024 01:00:00,5,UNSEEN
Fingerprint technology has improved security.,La tecnología de huella digital ha mejorado la seguridad.,09/25/2024 01:00:00,5,UNSEEN
"For the most part, the event was a success thanks to everyone's collaboration.","En su mayor parte, el evento fue un éxito gracias a la colaboración de todos.",09/25/2024 01:00:00,5,UNSEEN
"Fortunately, the car is in good condition.","Afortunadamente, el coche está en buen estado.",09/25/2024 01:00:00,5,UNSEEN
"From here, I can see the horizon.",Desde aquí alcanzo a ver el horizonte.,09/25/2024 01:00:00,5,UNSEEN
"From that point on, everything changed in my life.","A partir de ahí, todo cambió en mi vida.",09/25/2024 01:00:00,5,UNSEEN
"From the square, you can see the bell tower.","Desde la plaza, se puede ver la torre del campanario.",09/25/2024 01:00:00,5,UNSEEN
"From today on, we will implement new policies.","A partir de hoy, implementaremos nuevas políticas.",09/25/2024 01:00:00,5,UNSEEN
He backed out at the last moment and decided not to participate in the competition.,Se echó para atrás en el último momento y decidió no participar en la competición.,09/25/2024 01:00:00,5,UNSEEN
He barely managed to finish the race due to a leg injury.,Logró completar la carrera a duras penas debido a una lesión en la pierna.,09/25/2024 01:00:00,5,UNSEEN
He completed the task without a doubt about his ability.,Realizó el trabajo sin darle lugar a dudas de su habilidad.,09/25/2024 01:00:00,5,UNSEEN
He could not have done that by himself; someone helped him.,No pudo haber hecho eso por sí mismo; alguien le ayudó.,09/25/2024 01:00:00,5,UNSEEN
"He couldn't resist the offer, and there were plenty of reasons to accept.","No pudo resistirse a la oferta, y razones sobraban para aceptar.",09/25/2024 01:00:00,5,UNSEEN
He did whatever he wanted without caring about the consequences.,Hizo lo que quiso sin importarle las consecuencias.,09/25/2024 01:00:00,5,UNSEEN
"He didn't like the decision, and he mumbled it under his breath.","No le gustó la decisión, y lo comentó entre dientes.",09/25/2024 01:00:00,5,UNSEEN
He doesn't have any free time on Mondays because of his job.,Él no tiene ningún tiempo libre los lunes debido a su trabajo.,09/25/2024 01:00:00,5,UNSEEN
He fixed his gaze on the horizon while reflecting on his decisions.,Clavó la mirada en el horizonte mientras reflexionaba sobre sus decisiones.,09/25/2024 01:00:00,5,UNSEEN
He had not noticed the presence of the visitor.,No se había percatado de la presencia del visitante.,09/25/2024 01:00:00,5,UNSEEN
He had to go to another office later for a meeting.,Tuvo que ir luego a otra oficina para una reunión.,09/25/2024 01:00:00,5,UNSEEN
He has always liked classical music.,Siempre le ha gustado la música clásica.,09/25/2024 01:00:00,5,UNSEEN
He has to look professional for the job interview.,Él tiene que verse profesional para la entrevista de trabajo.,09/25/2024 01:00:00,5,UNSEEN
"He made an effort; however, he did not achieve the desired result.","Hizo un esfuerzo, no obstante, no logró el resultado deseado.",09/25/2024 01:00:00,5,UNSEEN
He makes the same mistake over and over again.,Comete el mismo error una y otra vez.,09/25/2024 01:00:00,5,UNSEEN
"He pretended to be an expert on the subject, but he didn't know much.","Se hacía pasar por un experto en el tema, pero no sabía mucho.",09/25/2024 01:00:00,5,UNSEEN
He ran so fast that he barely managed to see the train.,Corrió tan rápido que apenas alcanzó a ver el tren.,09/25/2024 01:00:00,5,UNSEEN
"He took responsibility, and as such, he led the project.","Asumió la responsabilidad y como tal, lideró el proyecto.",09/25/2024 01:00:00,5,UNSEEN
He took the opposite direction and got lost.,Tomó el rumbo contrario y se perdió.,09/25/2024 01:00:00,5,UNSEEN
"He tried to convince him, and it was of no use.","Intentó convencerlo, y no sirvió de nada.",09/25/2024 01:00:00,5,UNSEEN
"He was about to achieve it, but something went wrong.","Estuvo a punto de lograrlo, pero algo salió mal.",09/25/2024 01:00:00,5,UNSEEN
He was forced to resign due to unexpected circumstances.,Se vio forzado a renunciar debido a las circunstancias inesperadas.,09/25/2024 01:00:00,5,UNSEEN
He's her best friend; she would never let him go in tough times.,Es su mejor amigo; jamás lo soltaría en momentos difíciles.,09/25/2024 01:00:00,5,UNSEEN
"He/she always does things his/her way, without asking anyone.","Siempre hace las cosas a su bola, sin preguntar a nadie.",09/25/2024 01:00:00,5,UNSEEN
"He/she says he/she agrees, but it's just lip service.","Dice que está de acuerdo, pero es solo de boquilla.",09/25/2024 01:00:00,5,UNSEEN
He/she will have to make a tough decision at work.,Tendrá que tomar una decisión difícil en el trabajo.,09/25/2024 01:00:00,5,UNSEEN
His answer has left me uneasy all night.,Su respuesta me ha dejado inquieto toda la noche.,09/25/2024 01:00:00,5,UNSEEN
His comment kept me awake all night.,Su comentario me ha quitado el sueño toda la noche.,09/25/2024 01:00:00,5,UNSEEN
His happiness was evident to everyone.,Su felicidad saltaba a la vista de todos.,09/25/2024 01:00:00,5,UNSEEN
His kindness made him feel welcome.,Su amabilidad le hizo sentir bienvenido.,09/25/2024 01:00:00,5,UNSEEN
His strange behavior gave a bad feeling to his friends.,Su comportamiento extraño dio mala espina a sus amigos.,09/25/2024 01:00:00,5,UNSEEN
His words hurt like a knife in the chest.,Sus palabras hirieron como un cuchillo en el pecho.,09/25/2024 01:00:00,5,UNSEEN
How did Rosa travel to arrive so quickly?,¿En qué viajó Rosa para llegar tan rápido?,09/25/2024 01:00:00,5,UNSEEN
How often do you exercise?,¿Con qué frecuencia haces ejercicio?,09/25/2024 01:00:00,5,UNSEEN
How the hell did we end up in this complicated situation?,¿Cómo coño llegamos a esta situación tan complicada?,09/25/2024 01:00:00,5,UNSEEN
I agree. I say the same thing.,Tu idea es genial. Lo mismo digo.,09/25/2024 01:00:00,5,UNSEEN
I can't believe he's pulling my leg with that unbelievable story.,No puedo creer que me esté tomando el pelo con esa historia increíble.,09/25/2024 01:00:00,5,UNSEEN
I can't find the water key to shut off the pipe.,No encuentro la llave del agua para apagar la tubería.,09/25/2024 01:00:00,5,UNSEEN
I couldn't help but feel sadness for his departure.,No podía dejar de sentir tristeza por su partida.,09/25/2024 01:00:00,5,UNSEEN
I didn't even try to solve the problem because it was too difficult.,Ni siquiera intenté resolver el problema porque era demasiado difícil.,09/25/2024 01:00:00,5,UNSEEN
I didn't know what could happen after making that decision.,No sabía qué pudiera pasar después de tomar esa decisión.,09/25/2024 01:00:00,5,UNSEEN
I didn't realize how important it was until I lost it.,Yo no me daba cuenta de lo importante que era hasta que lo perdí.,09/25/2024 01:00:00,5,UNSEEN
"I didn't say anything, but I told the others that I would be a little late.","No dije nada, pero di a los demás que llegaría un poco tarde.",09/25/2024 01:00:00,5,UNSEEN
I do it for the record that I don't agree.,Lo hago para que conste que no estoy de acuerdo.,09/25/2024 01:00:00,5,UNSEEN
I don't give a damn about that person's opinion.,La opinión de esa persona me importa un carajo.,09/25/2024 01:00:00,5,UNSEEN
"I don't have to explain my reasons to you, but I will anyway.","No tengo por qué explicarte mis razones, pero lo haré de todos modos.",09/25/2024 01:00:00,5,UNSEEN
I don't know what else Andrés will do on Friday.,No sé qué más hará Andrés el viernes.,09/25/2024 01:00:00,5,UNSEEN
"I don't know what he had in mind, but he seemed excited about the surprise.","No sé qué se traía entre manos, pero parecía emocionado por la sorpresa.",09/25/2024 01:00:00,5,UNSEEN
I don't know what Max is doing right now.,No sé qué estará haciendo Max en este momento.,09/25/2024 01:00:00,5,UNSEEN
I don't know why Felipe's sister will start studying.,No sé para qué comenzará a estudiar la hermana de Felipe.,09/25/2024 01:00:00,5,UNSEEN
"I don't remember what you were telling me about that book, can you recall it?","No recuerdo lo que me decías sobre ese libro, ¿puedes recordarlo?",09/25/2024 01:00:00,5,UNSEEN
"I don't think I can help you, much less solve the problem.","No creo que pueda ayudarte, mucho menos resolver el problema.",09/25/2024 01:00:00,5,UNSEEN
I don't think it will work for so long.,No creo que funcione por tanto tiempo.,09/25/2024 01:00:00,5,UNSEEN
I don't think that approach will work to solve the problem.,No creo que funcione ese enfoque para resolver el problema.,09/25/2024 01:00:00,5,UNSEEN
"I don't understand his actions, but I guess that would be his way of expressing himself.","No entiendo sus acciones, pero supongo que esa sería su manera de expresarse.",09/25/2024 01:00:00,5,UNSEEN
I don't understand how he knew that we were going to need help.,No entiendo cómo supo que íbamos a necesitar ayuda.,09/25/2024 01:00:00,5,UNSEEN
I don't understand how we ended up in this situation.,No entiendo cómo fue que llegamos a esta situación.,09/25/2024 01:00:00,5,UNSEEN
I found him in the supermarket while doing the shopping.,Lo encontraba en el supermercado mientras hacía las compras.,09/25/2024 01:00:00,5,UNSEEN
I found the book by pure chance while cleaning the attic.,Encontré el libro por mera casualidad mientras limpiaba el desván.,09/25/2024 01:00:00,5,UNSEEN
I found the information; there's no need for you to look for it.,"Ya encontré la información, no hace falta que la busques.",09/25/2024 01:00:00,5,UNSEEN
"I hadn't agreed before, but now I understand.","Antes no había estado de acuerdo, pero ahora entiendo.",09/25/2024 01:00:00,5,UNSEEN
I have always wanted to follow in his footsteps and be like him.,Siempre he querido seguir sus pasos y ser como él.,09/25/2024 01:00:00,5,UNSEEN
I have been living in this city for five years.,Llevo viviendo en esta ciudad desde hace cinco años.,09/25/2024 01:00:00,5,UNSEEN
"I help the community. In turn, the community supports me.","Ayudo a la comunidad. A su vez, la comunidad me apoya.",09/25/2024 01:00:00,5,UNSEEN
I hope all the preparations are done on time for the party.,Espero que todos los preparativos se hagan a tiempo para la fiesta.,09/25/2024 01:00:00,5,UNSEEN
I just finished reading that fascinating book you recommended.,Acabo de terminar de leer ese libro fascinante que me recomendaste.,09/25/2024 01:00:00,5,UNSEEN
I know a student who is taking an academic break.,Conozco a un estudiante que se está tomando un descanso académico.,09/25/2024 01:00:00,5,UNSEEN
"I lost my ring on the beach, if you happen to find it, please let me know.","Perdí mi anillo en la playa, si es que lo llegan a encontrar, por favor avísenme.",09/25/2024 01:00:00,5,UNSEEN
"I made a mistake, but what's done is done.","Cometí un error, pero lo hecho hecho está.",09/25/2024 01:00:00,5,UNSEEN
I made them with my own hands.,Los hice con mis propias manos.,09/25/2024 01:00:00,5,UNSEEN
"I must admit, I made a mistake in my report.","Debo reconocerlo, cometí un error en mi informe.",09/25/2024 01:00:00,5,UNSEEN
I myself didn't even know I had that talent.,Ni yo mismo sabía que tenía ese talento.,09/25/2024 01:00:00,5,UNSEEN
I need your help even more than I thought.,Necesito tu ayuda aún más de lo que pensaba.,09/25/2024 01:00:00,5,UNSEEN
"I never expected to say this, but I need help.","Nunca esperé decir esto, pero necesito ayuda.",09/25/2024 01:00:00,5,UNSEEN
I never had clarity on whether to accept the job or not.,Nunca tuve claro si debía aceptar el trabajo o no.,09/25/2024 01:00:00,5,UNSEEN
I plan to go see the new movie this weekend.,Yo pienso ir a ver la nueva película este fin de semana.,09/25/2024 01:00:00,5,UNSEEN
I prepared the food with care. How did it turn out for you?,Preparé la comida con cariño. ¿Cómo les quedó?,09/25/2024 01:00:00,5,UNSEEN
"I swear to him/her, I know nothing about that topic.","Se lo juro, no sé nada sobre ese tema.",09/25/2024 01:00:00,5,UNSEEN
I think it has something to do with the ongoing project.,Creo que tiene algo que ver con el proyecto en curso.,09/25/2024 01:00:00,5,UNSEEN
I think we are being followed; we need to be cautious.,"Creo que nos están siguiendo, debemos ser cautelosos.",09/25/2024 01:00:00,5,UNSEEN
"I told him/her to be careful, but he/she didn't listen.","Le dije que tuviera cuidado, pero no me hizo caso.",09/25/2024 01:00:00,5,UNSEEN
I usually work on weekdays.,Normalmente trabajo los días de semana.,09/25/2024 01:00:00,5,UNSEEN
I want to talk to you about the song you just heard.,Quiero comentarles sobre la canción que acaban de escuchar.,09/25/2024 01:00:00,5,UNSEEN
"I was going to keep the book, but I decided to lend it.","Me iba a quedar con el libro, pero decidí prestarlo.",09/25/2024 01:00:00,5,UNSEEN
I was so focused that I had lost track of time.,Estaba tan concentrado que había perdido noción del tiempo.,09/25/2024 01:00:00,5,UNSEEN
"I was supposed to arrive on time, but there was traffic.","Se suponía que yo llegaría a tiempo, pero hubo tráfico.",09/25/2024 01:00:00,5,UNSEEN
I wasn't present at the crime scene; I'm not guilty.,"No estuve presente en el lugar del crimen, no soy culpable.",09/25/2024 01:00:00,5,UNSEEN
I will call many clients while I am in a meeting.,Llamaré a muchos clientes mientras esté en una reunión.,09/25/2024 01:00:00,5,UNSEEN
I will do everything possible to fulfill my promise.,Haré todo lo posible a como diera lugar para cumplir con mi promesa.,09/25/2024 01:00:00,5,UNSEEN
I will participate in the event as part of the organization.,Participaré en el evento como parte de la organización.,09/25/2024 01:00:00,5,UNSEEN
I worked on that project for so long that I lost track.,Trabajé en ese proyecto por tanto tiempo que perdí la cuenta.,09/25/2024 01:00:00,5,UNSEEN
I would have had to study more to pass the exam.,Hubiera tenido que estudiar más para aprobar el examen.,09/25/2024 01:00:00,5,UNSEEN
"I would have never imagined it, but now everything makes sense.","Jamás me lo hubiera imaginado, pero ahora todo tiene sentido.",09/25/2024 01:00:00,5,UNSEEN
I would like to be the one who organizes the birthday party.,Me gustaría ser yo quien organice la fiesta de cumpleaños.,09/25/2024 01:00:00,5,UNSEEN
I wouldn't have succeeded without the support of my family.,No hubiera tenido éxito sin el apoyo de mi familia.,09/25/2024 01:00:00,5,UNSEEN
I'll be informed of any changes in the situation.,Estaré al tanto de cualquier cambio en la situación.,09/25/2024 01:00:00,5,UNSEEN
I'll give you my book in exchange for your computer for a day.,Te daré mi libro a cambio de tu computadora por un día.,09/25/2024 01:00:00,5,UNSEEN
"I'm going to attend the event, since they invited me.","Voy a participar en el evento, ya que me invitaron.",09/25/2024 01:00:00,5,UNSEEN
I'm going to make a call to confirm the reservation.,Voy a hacer una llamada para confirmar la reserva.,09/25/2024 01:00:00,5,UNSEEN
"I'm sorry, but the time to complete the task is over.","Lo siento, pero se acabó el tiempo para completar la tarea.",09/25/2024 01:00:00,5,UNSEEN
I've arranged to meet Maria at the café. I hope to see her tomorrow.,He quedado de encontrarme con María en el café. Espero verla mañana.,09/25/2024 01:00:00,5,UNSEEN
"I've prepared a new plan, what do you think?","He preparado un nuevo plan, ¿qué te parece?",09/25/2024 01:00:00,5,UNSEEN
"If anyone can solve it, he would be the most suitable.","Si alguien puede resolverlo, sería el más indicado.",09/25/2024 01:00:00,5,UNSEEN
If only he had listened to me.,Si tan sólo me hubiera hecho caso.,09/25/2024 01:00:00,5,UNSEEN
"If possible, I would like you to arrive on time for the meeting.","De ser posible, me gustaría que llegaras a tiempo para la reunión.",09/25/2024 01:00:00,5,UNSEEN
"If repairs aren't done, the structure will collapse.","Si no se realizan las reparaciones, la estructura se venga abajo.",09/25/2024 01:00:00,5,UNSEEN
"If we can't find the key, there must be another way to get in.","Si no encontramos la llave, debe entonces haber otra manera de entrar.",09/25/2024 01:00:00,5,UNSEEN
"If you are a victim of a crime, you should file a report.","Si eres víctima de un delito, debes poner una denuncia.",09/25/2024 01:00:00,5,UNSEEN
"If you don't mind, could you lend me your pen for a moment?","Si no le importa, ¿podría prestarme su pluma por un momento?",09/25/2024 01:00:00,5,UNSEEN
"If you organize your work efficiently, you will save time.","Si organizas tu trabajo de manera eficiente, adelantarás tiempo.",09/25/2024 01:00:00,5,UNSEEN
"If you want to learn, watch how the experts do it and do the same with attention.","Si quieres aprender, observa cómo lo hacen los expertos y haz lo mismo con atención.",09/25/2024 01:00:00,5,UNSEEN
"If you work hard, you'll never know how far you can go.","Si trabajas duro, nunca sabrás hasta dónde puedes llegar.",09/25/2024 01:00:00,5,UNSEEN
"In doing so, I learned the importance of perseverance.","Al hacerlo, aprendí la importancia de la perseverancia.",09/25/2024 01:00:00,5,UNSEEN
"In half an hour, we will start the meeting.",En media hora comenzaremos la reunión.,09/25/2024 01:00:00,5,UNSEEN
"In marketing, it's crucial to understand how to reach people effectively.","En marketing, es crucial entender cómo llegar a la gente de manera efectiva.",09/25/2024 01:00:00,5,UNSEEN
"In summer, I prefer to wear a sleeveless shirt.","En verano, prefiero usar una camiseta sin mangas.",09/25/2024 01:00:00,5,UNSEEN
"In the business world, they don't mess around; every decision is crucial.","En el mundo empresarial, no se andan con pendejadas; cada decisión es crucial.",09/25/2024 01:00:00,5,UNSEEN
"In the darkness, a figure could be distinguished.","En la penumbra, se alcanzaba a distinguir una figura.",09/25/2024 01:00:00,5,UNSEEN
"In the darkness, he fired a shot into the air.","En la oscuridad, soltó un disparo al aire.",09/25/2024 01:00:00,5,UNSEEN
"In the end, we all reached the same conclusion.","A fin de cuentas, todos llegamos a la misma conclusión.",09/25/2024 01:00:00,5,UNSEEN
"In the end, you will have to make a decision.","En último extremo, tendrá que tomar una decisión.",09/25/2024 01:00:00,5,UNSEEN
"In the meeting, he made it very clear that everyone should collaborate.","En la reunión, dejó muy claro que todos debían colaborar.",09/25/2024 01:00:00,5,UNSEEN
"In the meeting, they have tried to propose possible solutions to the problem.","En la reunión, se han tratado de dar posibles soluciones al problema.",09/25/2024 01:00:00,5,UNSEEN
"In the vote, the overwhelming majority decided to approve the proposal.","En la votación, la abrumadora mayoría decidió aprobar la propuesta.",09/25/2024 01:00:00,5,UNSEEN
It all started with a simple idea I had.,Todo empezó con una simple idea que tuve.,09/25/2024 01:00:00,5,UNSEEN
"It could have been an accident, but I'm not sure.","Pudo haber sido un accidente, pero no estoy seguro.",09/25/2024 01:00:00,5,UNSEEN
It is expected that all employees attend the meeting.,Se espera que todos los empleados asistan a la reunión.,09/25/2024 01:00:00,5,UNSEEN
It is important to spend time with loved ones and express our love to them.,Es importante pasar tiempo con los seres queridos y expresarles nuestro amor.,09/25/2024 01:00:00,5,UNSEEN
"It still has a long way to go before it's ready, but we're working on it.","Aún falta mucho para tenerlo listo, pero estamos trabajando en ello.",09/25/2024 01:00:00,5,UNSEEN
"It took him a few seconds to do it, but he finally managed to solve the riddle.","Le tomó unos segundos hacerlo, pero finalmente logró resolver el acertijo.",09/25/2024 01:00:00,5,UNSEEN
